arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Timestamp
-0.36125,-1.17611,2.06816,-0.37728,-0.94992,0.15618,0.60527,-0.16578,0.04270,1702011518.45390
-0.36126,-1.17611,2.06818,-0.37726,-0.94993,0.15619,0.60526,-0.16579,0.04269,1702011518.55290
-0.36126,-1.17612,2.06819,-0.37727,-0.94993,0.15616,0.60526,-0.16579,0.04269,1702011518.65190
-0.36127,-1.17611,2.06818,-0.37727,-0.94990,0.15618,0.60526,-0.16579,0.04269,1702011518.75090
-0.36128,-1.17611,2.06817,-0.37728,-0.94992,0.15616,0.60526,-0.16580,0.04269,1702011518.85290
-0.36128,-1.17611,2.06819,-0.37730,-0.94992,0.15618,0.60525,-0.16580,0.04268,1702011518.95490
-0.36128,-1.17610,2.06820,-0.37730,-0.94990,0.15618,0.60525,-0.16579,0.04267,1702011519.05090
-0.36127,-1.17610,2.06817,-0.37728,-0.94995,0.15618,0.60526,-0.16579,0.04269,1702011519.14990
-0.36125,-1.17610,2.06817,-0.37728,-0.94991,0.15620,0.60527,-0.16578,0.04269,1702011519.25190
-0.36128,-1.17610,2.06819,-0.37730,-0.94994,0.15617,0.60526,-0.16579,0.04268,1702011519.35390
-0.36128,-1.17611,2.06818,-0.37731,-0.94994,0.15617,0.60526,-0.16579,0.04269,1702011519.44990
-0.36128,-1.17610,2.06817,-0.37728,-0.94995,0.15619,0.60526,-0.16579,0.04269,1702011519.55190
-0.36126,-1.17611,2.06819,-0.37728,-0.94994,0.15618,0.60526,-0.16578,0.04269,1702011519.65090
-0.36125,-1.17610,2.06819,-0.37729,-0.94994,0.15619,0.60526,-0.16578,0.04268,1702011519.74990
-0.36127,-1.17611,2.06818,-0.37728,-0.94994,0.15618,0.60526,-0.16579,0.04269,1702011519.85190
-0.36128,-1.17612,2.06819,-0.37730,-0.94993,0.15618,0.60526,-0.16579,0.04269,1702011519.95090
-0.36126,-1.17612,2.06817,-0.37730,-0.94993,0.15618,0.60526,-0.16578,0.04270,1702011520.04990
-0.36128,-1.17610,2.06817,-0.37730,-0.94994,0.15618,0.60526,-0.16579,0.04269,1702011520.15190
-0.36128,-1.17612,2.06819,-0.37729,-0.94995,0.15617,0.60526,-0.16579,0.04269,1702011520.25090
-0.36128,-1.17611,2.06817,-0.37728,-0.94996,0.15618,0.60526,-0.16579,0.04270,1702011520.34990
-0.36128,-1.17611,2.06819,-0.37731,-0.94995,0.15616,0.60525,-0.16579,0.04269,1702011520.45190
-0.36127,-1.17611,2.06817,-0.37730,-0.94992,0.15617,0.60526,-0.16579,0.04270,1702011520.55090
-0.36127,-1.17612,2.06819,-0.37730,-0.94995,0.15621,0.60526,-0.16579,0.04269,1702011520.64990
-0.36128,-1.17612,2.06816,-0.37732,-0.94995,0.15619,0.60526,-0.16579,0.04271,1702011520.74890
-0.36127,-1.17612,2.06819,-0.37730,-0.94992,0.15620,0.60526,-0.16579,0.04269,1702011520.85090
-0.36128,-1.17613,2.06817,-0.37732,-0.94993,0.15621,0.60526,-0.16579,0.04270,1702011520.95290
-0.36127,-1.17610,2.06818,-0.37731,-0.94994,0.15618,0.60526,-0.16579,0.04269,1702011521.05191
-0.36127,-1.17613,2.06818,-0.37728,-0.94994,0.15619,0.60526,-0.16579,0.04271,1702011521.15091
-0.36128,-1.17612,2.06816,-0.37730,-0.94993,0.15621,0.60526,-0.16580,0.04271,1702011521.24991
-0.36127,-1.17613,2.06816,-0.37732,-0.94995,0.15619,0.60526,-0.16579,0.04271,1702011521.35191
-0.36128,-1.17613,2.06817,-0.37731,-0.94993,0.15617,0.60526,-0.16580,0.04270,1702011521.45091
-0.36128,-1.17612,2.06817,-0.37730,-0.94994,0.15621,0.60526,-0.16579,0.04270,1702011521.54991
-0.36129,-1.17612,2.06816,-0.37732,-0.94993,0.15617,0.60526,-0.16580,0.04271,1702011521.65191
-0.36128,-1.17612,2.06817,-0.37732,-0.94994,0.15617,0.60526,-0.16579,0.04270,1702011521.75391
-0.36128,-1.17612,2.06818,-0.37732,-0.94994,0.15621,0.60526,-0.16579,0.04270,1702011521.84991
-0.36128,-1.17612,2.06816,-0.37731,-0.94992,0.15621,0.60526,-0.16580,0.04270,1702011521.94891
-0.36128,-1.17613,2.06816,-0.37733,-0.94993,0.15621,0.60526,-0.16579,0.04271,1702011522.05091
-0.36127,-1.17611,2.06817,-0.37732,-0.94995,0.15620,0.60526,-0.16578,0.04270,1702011522.15291
-0.36130,-1.17613,2.06817,-0.37731,-0.94994,0.15618,0.60526,-0.16580,0.04270,1702011522.25191
-0.36128,-1.17613,2.06819,-0.37732,-0.94992,0.15617,0.60525,-0.16579,0.04269,1702011522.34791
-0.36128,-1.17613,2.06818,-0.37732,-0.94996,0.15620,0.60526,-0.16579,0.04271,1702011522.44991
-0.36128,-1.17612,2.06816,-0.37732,-0.94993,0.15620,0.60526,-0.16579,0.04271,1702011522.55191
