shoulder_yaw,shoulder_pitch,elbow_pitch,elbow_roll,wrist_pitch,wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
0.13170,-1.40909,2.25876,0.28752,-0.98675,1.41506,0.56409,0.03061,0.09952,0.71458,-0.07864,0.00330,0.69511,1714866347
0.11918,-1.26724,2.16137,0.27263,-0.98754,1.42780,0.60011,0.03014,0.06663,0.71362,-0.06448,-0.01119,0.69747,1714866347
0.11796,-1.24150,2.13521,0.26896,-0.98357,1.43142,0.60859,0.03111,0.06347,0.71429,-0.06257,-0.01135,0.69696,1714866348
0.11807,-1.24273,2.13705,0.26831,-0.98350,1.43155,0.60805,0.03122,0.06330,0.71418,-0.06213,-0.01134,0.69710,1714866348
0.11810,-1.24283,2.13753,0.26834,-0.98344,1.43150,0.60792,0.03122,0.06311,0.71416,-0.06197,-0.01149,0.69714,1714866348
0.11813,-1.24287,2.13779,0.26832,-0.98344,1.43157,0.60785,0.03123,0.06300,0.71417,-0.06188,-0.01155,0.69714,1714866348
0.11811,-1.24290,2.13795,0.26830,-0.98344,1.43158,0.60781,0.03122,0.06294,0.71416,-0.06183,-0.01160,0.69715,1714866348
0.11814,-1.24290,2.13799,0.26830,-0.98338,1.43159,0.60780,0.03124,0.06291,0.71417,-0.06178,-0.01162,0.69715,1714866349
0.11817,-1.24292,2.13840,0.26832,-0.98339,1.43164,0.60769,0.03124,0.06272,0.71417,-0.06165,-0.01175,0.69715,1714866349
0.11820,-1.24294,2.13858,0.26832,-0.98336,1.43171,0.60765,0.03125,0.06263,0.71419,-0.06157,-0.01181,0.69714,1714866349
0.11820,-1.24294,2.13858,0.26833,-0.98328,1.43174,0.60765,0.03125,0.06263,0.71420,-0.06154,-0.01183,0.69713,1714866349
0.11822,-1.24283,2.13840,0.26830,-0.98318,1.43176,0.60770,0.03128,0.06263,0.71421,-0.06151,-0.01182,0.69712,1714866349
0.11822,-1.24284,2.13845,0.26832,-0.98320,1.43178,0.60769,0.03127,0.06261,0.71422,-0.06151,-0.01183,0.69711,1714866350
0.11821,-1.24283,2.13842,0.26831,-0.98317,1.43179,0.60770,0.03127,0.06261,0.71422,-0.06150,-0.01183,0.69711,1714866350
0.11822,-1.24283,2.13844,0.26830,-0.98318,1.43183,0.60769,0.03128,0.06261,0.71423,-0.06150,-0.01183,0.69710,1714866350
0.11821,-1.24283,2.13842,0.26830,-0.98315,1.43185,0.60770,0.03127,0.06261,0.71424,-0.06149,-0.01184,0.69709,1714866351
0.11821,-1.24282,2.13843,0.26831,-0.98314,1.43187,0.60769,0.03127,0.06260,0.71425,-0.06149,-0.01185,0.69708,1714866351
0.11819,-1.24283,2.13843,0.26834,-0.98311,1.43192,0.60769,0.03126,0.06260,0.71428,-0.06150,-0.01186,0.69706,1714866351
0.11820,-1.24282,2.13843,0.26832,-0.98310,1.43193,0.60770,0.03127,0.06259,0.71428,-0.06148,-0.01186,0.69706,1714866351
0.11820,-1.24283,2.13839,0.26832,-0.98310,1.43194,0.60771,0.03127,0.06261,0.71428,-0.06149,-0.01184,0.69705,1714866352
0.11820,-1.24282,2.13842,0.26831,-0.98310,1.43197,0.60770,0.03127,0.06260,0.71429,-0.06148,-0.01185,0.69705,1714866352
0.11820,-1.24283,2.13841,0.26831,-0.98301,1.43194,0.60770,0.03127,0.06259,0.71428,-0.06145,-0.01187,0.69705,1714866352
0.11820,-1.24283,2.13840,0.26833,-0.98298,1.43196,0.60771,0.03127,0.06259,0.71429,-0.06144,-0.01188,0.69704,1714866352
0.11821,-1.24283,2.13838,0.26832,-0.98302,1.43198,0.60771,0.03128,0.06260,0.71430,-0.06146,-0.01186,0.69704,1714866352
0.11822,-1.24283,2.13840,0.26831,-0.98297,1.43198,0.60771,0.03128,0.06258,0.71430,-0.06143,-0.01188,0.69704,1714866352
0.11821,-1.24283,2.13839,0.26833,-0.98299,1.43196,0.60771,0.03128,0.06259,0.71429,-0.06145,-0.01188,0.69704,1714866353
0.11820,-1.24284,2.13839,0.26833,-0.98300,1.43197,0.60771,0.03127,0.06260,0.71430,-0.06146,-0.01187,0.69704,1714866353
0.11820,-1.24283,2.13839,0.26832,-0.98297,1.43200,0.60771,0.03127,0.06259,0.71431,-0.06144,-0.01188,0.69703,1714866353
0.11822,-1.24283,2.13842,0.26830,-0.98298,1.43198,0.60770,0.03128,0.06258,0.71430,-0.06143,-0.01187,0.69704,1714866353
0.11820,-1.24282,2.13842,0.26834,-0.98298,1.43202,0.60770,0.03126,0.06258,0.71431,-0.06144,-0.01190,0.69702,1714866353
0.11823,-1.24282,2.13840,0.26830,-0.98292,1.43205,0.60771,0.03130,0.06257,0.71432,-0.06140,-0.01188,0.69702,1714866354
0.11821,-1.24283,2.13840,0.26831,-0.98292,1.43208,0.60771,0.03128,0.06258,0.71433,-0.06141,-0.01189,0.69701,1714866354
0.11820,-1.24283,2.13840,0.26833,-0.98294,1.43206,0.60771,0.03127,0.06258,0.71433,-0.06143,-0.01190,0.69701,1714866354
0.11822,-1.24284,2.13838,0.26833,-0.98292,1.43205,0.60771,0.03128,0.06259,0.71433,-0.06143,-0.01188,0.69701,1714866354
0.11822,-1.24282,2.13838,0.26832,-0.98294,1.43207,0.60771,0.03128,0.06258,0.71433,-0.06142,-0.01188,0.69701,1714866355
0.11821,-1.24283,2.13840,0.26830,-0.98291,1.43207,0.60771,0.03128,0.06257,0.71433,-0.06141,-0.01189,0.69701,1714866355
0.11818,-1.24281,2.13838,0.26832,-0.98290,1.43208,0.60771,0.03126,0.06257,0.71433,-0.06142,-0.01191,0.69700,1714866355
0.11820,-1.24283,2.13838,0.26832,-0.98289,1.43206,0.60771,0.03128,0.06259,0.71433,-0.06142,-0.01189,0.69701,1714866355
0.11821,-1.24282,2.13838,0.26833,-0.98291,1.43211,0.60771,0.03128,0.06258,0.71435,-0.06142,-0.01189,0.69699,1714866355
0.11823,-1.24283,2.13838,0.26832,-0.98291,1.43211,0.60771,0.03129,0.06258,0.71435,-0.06141,-0.01188,0.69699,1714866356
0.11818,-1.24283,2.13839,0.26833,-0.98290,1.43209,0.60771,0.03126,0.06258,0.71434,-0.06142,-0.01191,0.69699,1714866356
0.11823,-1.24283,2.13838,0.26833,-0.98288,1.43210,0.60771,0.03129,0.06259,0.71435,-0.06141,-0.01189,0.69699,1714866356
0.11821,-1.24283,2.13837,0.26832,-0.98289,1.43210,0.60771,0.03128,0.06259,0.71435,-0.06142,-0.01189,0.69699,1714866356
0.11820,-1.24283,2.13839,0.26833,-0.98289,1.43208,0.60771,0.03127,0.06257,0.71434,-0.06141,-0.01191,0.69700,1714866357
0.11819,-1.24281,2.13837,0.26834,-0.98287,1.43211,0.60772,0.03126,0.06257,0.71435,-0.06142,-0.01191,0.69698,1714866357
0.11819,-1.24283,2.13838,0.26833,-0.98287,1.43214,0.60771,0.03127,0.06258,0.71436,-0.06142,-0.01191,0.69698,1714866357
0.11820,-1.24283,2.13838,0.26833,-0.98288,1.43208,0.60771,0.03127,0.06258,0.71434,-0.06141,-0.01190,0.69700,1714866357
0.11818,-1.24283,2.13838,0.26835,-0.98287,1.43212,0.60771,0.03126,0.06257,0.71436,-0.06142,-0.01192,0.69698,1714866357
0.11820,-1.24282,2.13838,0.26833,-0.98289,1.43211,0.60771,0.03127,0.06258,0.71435,-0.06141,-0.01190,0.69699,1714866358
0.11819,-1.24283,2.13838,0.26834,-0.98287,1.43212,0.60771,0.03126,0.06258,0.71436,-0.06142,-0.01191,0.69698,1714866358
0.11822,-1.24282,2.13836,0.26830,-0.98286,1.43212,0.60772,0.03129,0.06258,0.71435,-0.06139,-0.01189,0.69699,1714866358
0.11821,-1.24284,2.13838,0.26832,-0.98283,1.43213,0.60771,0.03128,0.06258,0.71436,-0.06139,-0.01191,0.69698,1714866358
0.11819,-1.24282,2.13838,0.26833,-0.98286,1.43211,0.60771,0.03127,0.06257,0.71435,-0.06141,-0.01192,0.69699,1714866358
0.11819,-1.24283,2.13838,0.26832,-0.98286,1.43209,0.60771,0.03127,0.06258,0.71434,-0.06141,-0.01191,0.69700,1714866359
0.11820,-1.24281,2.13838,0.26834,-0.98284,1.43209,0.60771,0.03127,0.06256,0.71435,-0.06140,-0.01193,0.69699,1714866359
0.11820,-1.24283,2.13838,0.26832,-0.98288,1.43212,0.60771,0.03128,0.06259,0.71435,-0.06141,-0.01189,0.69698,1714866359
0.11820,-1.24283,2.13836,0.26833,-0.98285,1.43213,0.60772,0.03128,0.06258,0.71436,-0.06140,-0.01190,0.69698,1714866359
0.11822,-1.24283,2.13839,0.26832,-0.98286,1.43210,0.60771,0.03129,0.06257,0.71435,-0.06139,-0.01190,0.69699,1714866359
0.11818,-1.24283,2.13838,0.26834,-0.98283,1.43215,0.60771,0.03126,0.06257,0.71437,-0.06140,-0.01193,0.69697,1714866360
0.11820,-1.24282,2.13834,0.26833,-0.98283,1.43208,0.60772,0.03127,0.06259,0.71434,-0.06141,-0.01191,0.69699,1714866360
0.11818,-1.24282,2.13838,0.26835,-0.98282,1.43212,0.60771,0.03126,0.06256,0.71436,-0.06140,-0.01194,0.69698,1714866360
0.11820,-1.24281,2.13839,0.26834,-0.98284,1.43216,0.60771,0.03127,0.06255,0.71437,-0.06139,-0.01193,0.69697,1714866360
0.11820,-1.24283,2.13837,0.26831,-0.98286,1.43214,0.60772,0.03128,0.06258,0.71436,-0.06140,-0.01190,0.69698,1714866360
0.11820,-1.24283,2.13839,0.26833,-0.98283,1.43214,0.60771,0.03128,0.06256,0.71436,-0.06139,-0.01192,0.69698,1714866361
0.11820,-1.24283,2.13837,0.26834,-0.98282,1.43212,0.60772,0.03128,0.06257,0.71436,-0.06139,-0.01192,0.69698,1714866361
0.11822,-1.24282,2.13834,0.26833,-0.98282,1.43213,0.60772,0.03129,0.06258,0.71436,-0.06139,-0.01190,0.69698,1714866361
0.11821,-1.24282,2.13839,0.26834,-0.98283,1.43213,0.60771,0.03128,0.06256,0.71436,-0.06138,-0.01192,0.69698,1714866361
0.11819,-1.24281,2.13837,0.26833,-0.98284,1.43213,0.60772,0.03127,0.06257,0.71436,-0.06140,-0.01192,0.69698,1714866361
0.11817,-1.24282,2.13836,0.26837,-0.98285,1.43213,0.60772,0.03125,0.06258,0.71436,-0.06142,-0.01193,0.69697,1714866362
0.11820,-1.24281,2.13838,0.26833,-0.98283,1.43215,0.60771,0.03128,0.06256,0.71436,-0.06139,-0.01192,0.69697,1714866362
0.11818,-1.24282,2.13835,0.26836,-0.98283,1.43214,0.60772,0.03126,0.06258,0.71437,-0.06141,-0.01193,0.69697,1714866362
0.11820,-1.24283,2.13838,0.26831,-0.98282,1.43210,0.60771,0.03128,0.06257,0.71435,-0.06138,-0.01191,0.69699,1714866362
0.11820,-1.24282,2.13837,0.26835,-0.98281,1.43212,0.60772,0.03127,0.06257,0.71436,-0.06139,-0.01193,0.69698,1714866363
0.11821,-1.24281,2.13835,0.26834,-0.98285,1.43215,0.60772,0.03128,0.06258,0.71437,-0.06140,-0.01191,0.69697,1714866363
0.11819,-1.24281,2.13838,0.26833,-0.98285,1.43216,0.60771,0.03127,0.06257,0.71437,-0.06140,-0.01192,0.69697,1714866363
0.11820,-1.24282,2.13837,0.26834,-0.98281,1.43215,0.60772,0.03128,0.06257,0.71437,-0.06139,-0.01192,0.69697,1714866363
0.11821,-1.24282,2.13838,0.26832,-0.98281,1.43215,0.60771,0.03128,0.06256,0.71436,-0.06138,-0.01192,0.69698,1714866363
0.11820,-1.24283,2.13838,0.26836,-0.98282,1.43216,0.60771,0.03127,0.06257,0.71437,-0.06140,-0.01193,0.69696,1714866364
0.11821,-1.24282,2.13836,0.26836,-0.98281,1.43216,0.60772,0.03128,0.06257,0.71437,-0.06139,-0.01192,0.69696,1714866364
0.11820,-1.24282,2.13838,0.26833,-0.98283,1.43218,0.60771,0.03127,0.06257,0.71437,-0.06139,-0.01192,0.69696,1714866364
0.11821,-1.24283,2.13836,0.26832,-0.98284,1.43213,0.60772,0.03128,0.06258,0.71436,-0.06140,-0.01190,0.69698,1714866364
0.11822,-1.24282,2.13837,0.26834,-0.98282,1.43219,0.60772,0.03128,0.06257,0.71438,-0.06139,-0.01191,0.69696,1714866364
0.11818,-1.24280,2.13835,0.26838,-0.98284,1.43212,0.60772,0.03126,0.06257,0.71436,-0.06142,-0.01194,0.69697,1714866364
0.11819,-1.24280,2.13837,0.26835,-0.98280,1.43217,0.60772,0.03127,0.06256,0.71437,-0.06139,-0.01194,0.69696,1714866365
0.11822,-1.24282,2.13837,0.26836,-0.98283,1.43213,0.60772,0.03128,0.06257,0.71436,-0.06139,-0.01192,0.69697,1714866365
0.11820,-1.24282,2.13835,0.26834,-0.98282,1.43214,0.60772,0.03128,0.06258,0.71436,-0.06140,-0.01192,0.69697,1714866365
0.11819,-1.24283,2.13837,0.26836,-0.98283,1.43214,0.60772,0.03126,0.06258,0.71437,-0.06141,-0.01192,0.69697,1714866365
0.11820,-1.24283,2.13836,0.26834,-0.98284,1.43212,0.60772,0.03128,0.06258,0.71436,-0.06140,-0.01191,0.69698,1714866366
0.11820,-1.24283,2.13836,0.26835,-0.98282,1.43216,0.60772,0.03127,0.06258,0.71437,-0.06140,-0.01192,0.69697,1714866366
0.11819,-1.24282,2.13837,0.26834,-0.98281,1.43219,0.60772,0.03127,0.06257,0.71438,-0.06139,-0.01193,0.69696,1714866366
0.11818,-1.24283,2.13836,0.26835,-0.98281,1.43215,0.60772,0.03126,0.06257,0.71437,-0.06140,-0.01193,0.69697,1714866366
0.11820,-1.24283,2.13838,0.26833,-0.98282,1.43217,0.60771,0.03127,0.06257,0.71437,-0.06139,-0.01192,0.69697,1714866366
0.11821,-1.24283,2.13835,0.26833,-0.98282,1.43216,0.60772,0.03128,0.06258,0.71437,-0.06139,-0.01191,0.69697,1714866366
0.11820,-1.24283,2.13836,0.26835,-0.98283,1.43216,0.60772,0.03127,0.06258,0.71437,-0.06140,-0.01192,0.69696,1714866367
0.11820,-1.24281,2.13837,0.26833,-0.98280,1.43215,0.60772,0.03127,0.06256,0.71436,-0.06138,-0.01193,0.69697,1714866367
0.11820,-1.24281,2.13836,0.26833,-0.98279,1.43218,0.60772,0.03127,0.06256,0.71438,-0.06138,-0.01193,0.69696,1714866367
0.11821,-1.24282,2.13835,0.26835,-0.98282,1.43217,0.60772,0.03128,0.06258,0.71438,-0.06140,-0.01191,0.69696,1714866367
0.11820,-1.24280,2.13834,0.26835,-0.98280,1.43218,0.60773,0.03127,0.06257,0.71438,-0.06139,-0.01192,0.69696,1714866368
0.11818,-1.24281,2.13836,0.26836,-0.98280,1.43221,0.60772,0.03126,0.06256,0.71439,-0.06140,-0.01194,0.69694,1714866368
0.11820,-1.24280,2.13837,0.26836,-0.98280,1.43218,0.60772,0.03127,0.06255,0.71438,-0.06139,-0.01194,0.69696,1714866368
0.11820,-1.24282,2.13836,0.26835,-0.98277,1.43217,0.60772,0.03127,0.06256,0.71438,-0.06138,-0.01194,0.69696,1714866368
0.11820,-1.24283,2.13836,0.26835,-0.98280,1.43214,0.60772,0.03127,0.06257,0.71437,-0.06139,-0.01192,0.69697,1714866368
0.11821,-1.24282,2.13836,0.26834,-0.98280,1.43215,0.60772,0.03128,0.06257,0.71437,-0.06138,-0.01192,0.69697,1714866369
0.11818,-1.24281,2.13834,0.26837,-0.98278,1.43216,0.60772,0.03126,0.06257,0.71438,-0.06140,-0.01194,0.69696,1714866369
0.11820,-1.24281,2.13836,0.26834,-0.98280,1.43219,0.60772,0.03128,0.06256,0.71438,-0.06138,-0.01192,0.69696,1714866369
0.11821,-1.24282,2.13834,0.26834,-0.98278,1.43216,0.60772,0.03128,0.06257,0.71437,-0.06138,-0.01192,0.69697,1714866369
0.11820,-1.24282,2.13837,0.26835,-0.98277,1.43217,0.60772,0.03127,0.06256,0.71438,-0.06138,-0.01194,0.69696,1714866369
0.11823,-1.24282,2.13836,0.26836,-0.98276,1.43221,0.60772,0.03129,0.06256,0.71440,-0.06136,-0.01193,0.69694,1714866370
