arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Timestamp
-0.0194116,-1.26874,2.59399,0.0327373,-1.3557,-0.00325537,0.462004,-0.0147115,-0.049135,1.70174e+09
-0.0196257,-1.28719,2.62381,0.0360153,-1.36567,-0.00328279,0.451719,-0.0152483,-0.0494689,1.70174e+09
-0.0196404,-1.29303,2.63154,0.0362253,-1.36665,-0.00329185,0.449106,-0.0152452,-0.049402,1.70174e+09
-0.0196183,-1.29574,2.63651,0.0362434,-1.37052,-0.00326443,0.447369,-0.0152105,-0.0491933,1.70174e+09
-0.0199132,-1.3082,2.65692,0.0363076,-1.37905,-0.00325537,0.440289,-0.0152264,-0.0492151,1.70174e+09
-0.0201344,-1.3188,2.67368,0.0364354,-1.38511,-0.00327373,0.434477,-0.0152401,-0.0492788,1.70174e+09
-0.0202966,-1.32586,2.68428,0.0365632,-1.38688,-0.00323725,0.430816,-0.0152631,-0.0495829,1.70174e+09
-0.0203116,-1.32646,2.6851,0.0365996,-1.38698,-0.00325537,0.430537,-0.0152711,-0.0495901,1.70174e+09
-0.0203483,-1.3265,2.68536,0.0366361,-1.38715,-0.00327373,0.430438,-0.0152922,-0.049629,1.70174e+09
-0.0203335,-1.32646,2.68525,0.0366728,-1.38715,-0.00324631,0.430478,-0.0152936,-0.0496092,1.70174e+09
-0.0203409,-1.32649,2.68532,0.0366728,-1.38718,-0.00324631,0.430452,-0.0152963,-0.0496129,1.70174e+09
-0.0203335,-1.32648,2.68531,0.036691,-1.38721,-0.00323725,0.430454,-0.0152967,-0.0496093,1.70174e+09
-0.0203409,-1.32648,2.6853,0.0366728,-1.38721,-0.00322795,0.430458,-0.0152964,-0.0496083,1.70174e+09
-0.0203483,-1.32649,2.68538,0.0367093,-1.38721,-0.00324631,0.430428,-0.015306,-0.0496281,1.70174e+09
-0.0203264,-1.32647,2.6853,0.0367184,-1.38723,-0.00323725,0.43046,-0.015299,-0.0496035,1.70174e+09
-0.0203409,-1.32647,2.68538,0.036691,-1.38725,-0.00323725,0.430427,-0.0152993,-0.0496305,1.70174e+09
-0.0203409,-1.32648,2.68534,0.0367458,-1.38727,-0.00321889,0.430442,-0.0153101,-0.0496098,1.70174e+09
-0.0203335,-1.32646,2.68535,0.0367184,-1.38728,-0.00324631,0.430438,-0.0153017,-0.0496172,1.70174e+09
-0.0203335,-1.32646,2.68534,0.0367184,-1.38729,-0.00320983,0.430444,-0.0153017,-0.0496099,1.70174e+09
-0.0203409,-1.32647,2.68532,0.0367365,-1.38728,-0.00320983,0.43045,-0.0153085,-0.0496028,1.70174e+09
-0.0203264,-1.32647,2.6854,0.0367548,-1.38727,-0.00322795,0.43042,-0.0153052,-0.0496325,1.70174e+09
