shoulder_yaw,shoulder_pitch,elbow_pitch,elbow_roll,wrist_pitch,wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
0.01204,-1.46959,2.48690,0.11254,-1.71800,1.61084,0.45451,-0.01368,0.15566,0.68576,-0.27301,0.21281,0.64024,1714873154
0.01207,-1.46959,2.48693,0.11254,-1.71802,1.61080,0.45450,-0.01367,0.15565,0.68575,-0.27300,0.21281,0.64025,1714873154
0.01207,-1.46960,2.48693,0.11255,-1.71799,1.61081,0.45451,-0.01367,0.15565,0.68576,-0.27299,0.21280,0.64025,1714873154
0.01208,-1.46960,2.48693,0.11254,-1.71799,1.61085,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21281,0.64024,1714873155
0.01207,-1.46959,2.48693,0.11254,-1.71800,1.61081,0.45451,-0.01367,0.15565,0.68576,-0.27299,0.21280,0.64025,1714873155
0.01206,-1.46959,2.48689,0.11253,-1.71801,1.61081,0.45451,-0.01367,0.15566,0.68575,-0.27301,0.21282,0.64025,1714873155
0.01208,-1.46960,2.48693,0.11254,-1.71799,1.61084,0.45451,-0.01367,0.15565,0.68577,-0.27298,0.21281,0.64024,1714873155
0.01206,-1.46960,2.48692,0.11253,-1.71799,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21281,0.64025,1714873155
0.01204,-1.46960,2.48689,0.11253,-1.71802,1.61084,0.45451,-0.01368,0.15567,0.68576,-0.27302,0.21282,0.64024,1714873156
0.01204,-1.46959,2.48691,0.11255,-1.71800,1.61086,0.45451,-0.01368,0.15566,0.68577,-0.27301,0.21280,0.64024,1714873156
0.01205,-1.46960,2.48689,0.11254,-1.71802,1.61087,0.45451,-0.01368,0.15567,0.68577,-0.27301,0.21282,0.64023,1714873156
0.01205,-1.46959,2.48695,0.11254,-1.71800,1.61086,0.45450,-0.01368,0.15564,0.68577,-0.27299,0.21280,0.64024,1714873156
0.01206,-1.46960,2.48690,0.11254,-1.71799,1.61084,0.45451,-0.01367,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873156
0.01204,-1.46960,2.48692,0.11255,-1.71801,1.61086,0.45450,-0.01368,0.15566,0.68577,-0.27301,0.21281,0.64023,1714873157
0.01206,-1.46959,2.48690,0.11255,-1.71800,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21281,0.64024,1714873157
0.01206,-1.46960,2.48691,0.11253,-1.71799,1.61081,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21281,0.64025,1714873157
0.01206,-1.46960,2.48691,0.11255,-1.71799,1.61082,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21281,0.64025,1714873157
0.01206,-1.46960,2.48691,0.11252,-1.71797,1.61085,0.45451,-0.01367,0.15565,0.68577,-0.27298,0.21281,0.64024,1714873157
0.01207,-1.46959,2.48690,0.11253,-1.71798,1.61084,0.45451,-0.01367,0.15566,0.68577,-0.27299,0.21281,0.64024,1714873158
0.01206,-1.46959,2.48691,0.11254,-1.71800,1.61084,0.45451,-0.01367,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873158
0.01206,-1.46960,2.48692,0.11254,-1.71800,1.61084,0.45451,-0.01368,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873158
0.01206,-1.46960,2.48690,0.11254,-1.71802,1.61083,0.45451,-0.01368,0.15566,0.68576,-0.27301,0.21282,0.64024,1714873158
0.01206,-1.46959,2.48693,0.11254,-1.71802,1.61082,0.45450,-0.01368,0.15565,0.68576,-0.27300,0.21281,0.64025,1714873158
0.01206,-1.46959,2.48690,0.11254,-1.71798,1.61085,0.45451,-0.01368,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873159
0.01206,-1.46960,2.48691,0.11252,-1.71801,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21282,0.64024,1714873159
0.01206,-1.46960,2.48689,0.11253,-1.71798,1.61084,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21281,0.64024,1714873159
0.01206,-1.46959,2.48691,0.11253,-1.71799,1.61085,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21281,0.64024,1714873159
0.01208,-1.46958,2.48692,0.11252,-1.71802,1.61085,0.45451,-0.01366,0.15565,0.68577,-0.27299,0.21282,0.64024,1714873159
0.01209,-1.46958,2.48691,0.11254,-1.71799,1.61084,0.45451,-0.01366,0.15565,0.68577,-0.27298,0.21281,0.64024,1714873160
0.01207,-1.46960,2.48689,0.11251,-1.71798,1.61083,0.45451,-0.01366,0.15566,0.68576,-0.27299,0.21282,0.64024,1714873160
0.01207,-1.46960,2.48690,0.11254,-1.71801,1.61085,0.45451,-0.01367,0.15567,0.68577,-0.27300,0.21283,0.64023,1714873160
0.01206,-1.46959,2.48692,0.11252,-1.71799,1.61082,0.45451,-0.01367,0.15565,0.68576,-0.27299,0.21281,0.64025,1714873160
0.01205,-1.46958,2.48692,0.11251,-1.71801,1.61087,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21282,0.64024,1714873160
0.01203,-1.46960,2.48689,0.11253,-1.71798,1.61086,0.45451,-0.01368,0.15567,0.68577,-0.27301,0.21281,0.64024,1714873161
0.01205,-1.46959,2.48693,0.11253,-1.71800,1.61085,0.45451,-0.01368,0.15565,0.68577,-0.27299,0.21281,0.64024,1714873161
0.01207,-1.46959,2.48690,0.11254,-1.71801,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21282,0.64024,1714873161
0.01207,-1.46960,2.48689,0.11254,-1.71798,1.61087,0.45452,-0.01367,0.15567,0.68578,-0.27300,0.21282,0.64023,1714873161
0.01206,-1.46960,2.48690,0.11253,-1.71802,1.61084,0.45451,-0.01367,0.15566,0.68576,-0.27301,0.21282,0.64024,1714873161
0.01203,-1.46959,2.48689,0.11253,-1.71800,1.61084,0.45451,-0.01368,0.15567,0.68576,-0.27301,0.21281,0.64024,1714873162
0.01203,-1.46960,2.48691,0.11252,-1.71799,1.61086,0.45451,-0.01369,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873162
0.01209,-1.46959,2.48689,0.11251,-1.71800,1.61084,0.45451,-0.01366,0.15567,0.68577,-0.27299,0.21284,0.64024,1714873162
0.01206,-1.46960,2.48692,0.11252,-1.71799,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21281,0.64025,1714873162
0.01206,-1.46960,2.48691,0.11252,-1.71797,1.61084,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21281,0.64025,1714873162
0.01204,-1.46960,2.48689,0.11252,-1.71799,1.61085,0.45451,-0.01368,0.15567,0.68576,-0.27300,0.21282,0.64024,1714873163
0.01204,-1.46958,2.48689,0.11254,-1.71800,1.61087,0.45451,-0.01368,0.15566,0.68577,-0.27301,0.21281,0.64023,1714873163
0.01209,-1.46960,2.48692,0.11253,-1.71799,1.61082,0.45451,-0.01366,0.15566,0.68576,-0.27299,0.21282,0.64025,1714873163
0.01206,-1.46960,2.48693,0.11252,-1.71800,1.61088,0.45451,-0.01367,0.15565,0.68578,-0.27299,0.21282,0.64023,1714873163
0.01201,-1.46960,2.48690,0.11252,-1.71800,1.61085,0.45451,-0.01369,0.15567,0.68576,-0.27301,0.21281,0.64024,1714873163
0.01206,-1.46960,2.48689,0.11251,-1.71801,1.61085,0.45451,-0.01367,0.15567,0.68576,-0.27300,0.21283,0.64024,1714873164
0.01204,-1.46960,2.48692,0.11254,-1.71800,1.61085,0.45451,-0.01368,0.15566,0.68577,-0.27300,0.21281,0.64024,1714873164
0.01207,-1.46960,2.48691,0.11250,-1.71799,1.61088,0.45451,-0.01366,0.15566,0.68578,-0.27298,0.21283,0.64023,1714873164
0.01204,-1.46959,2.48693,0.11252,-1.71799,1.61086,0.45451,-0.01368,0.15565,0.68577,-0.27299,0.21280,0.64024,1714873164
0.01206,-1.46960,2.48690,0.11252,-1.71800,1.61088,0.45451,-0.01367,0.15566,0.68577,-0.27299,0.21283,0.64023,1714873164
0.01206,-1.46959,2.48690,0.11253,-1.71800,1.61086,0.45451,-0.01367,0.15566,0.68577,-0.27300,0.21282,0.64024,1714873165
0.01209,-1.46959,2.48689,0.11251,-1.71801,1.61083,0.45451,-0.01366,0.15566,0.68576,-0.27299,0.21284,0.64024,1714873165
0.01206,-1.46959,2.48689,0.11253,-1.71800,1.61087,0.45451,-0.01367,0.15566,0.68577,-0.27300,0.21282,0.64023,1714873165
0.01204,-1.46959,2.48691,0.11250,-1.71798,1.61089,0.45451,-0.01368,0.15565,0.68578,-0.27298,0.21282,0.64023,1714873165
0.01206,-1.46959,2.48690,0.11252,-1.71800,1.61088,0.45451,-0.01367,0.15566,0.68578,-0.27299,0.21283,0.64023,1714873165
0.01205,-1.46959,2.48690,0.11253,-1.71802,1.61087,0.45451,-0.01368,0.15566,0.68577,-0.27300,0.21282,0.64023,1714873166
0.01203,-1.46960,2.48690,0.11251,-1.71800,1.61083,0.45451,-0.01368,0.15566,0.68576,-0.27301,0.21281,0.64025,1714873166
0.01206,-1.46960,2.48689,0.11252,-1.71802,1.61085,0.45451,-0.01367,0.15567,0.68576,-0.27300,0.21283,0.64023,1714873166
0.01209,-1.46958,2.48689,0.11250,-1.71802,1.61085,0.45451,-0.01366,0.15567,0.68577,-0.27299,0.21284,0.64023,1714873166
0.01206,-1.46959,2.48691,0.11251,-1.71799,1.61086,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21282,0.64024,1714873166
0.01209,-1.46960,2.48690,0.11250,-1.71802,1.61085,0.45451,-0.01366,0.15567,0.68576,-0.27299,0.21285,0.64023,1714873167
0.01206,-1.46959,2.48691,0.11255,-1.71799,1.61084,0.45451,-0.01368,0.15565,0.68577,-0.27300,0.21280,0.64024,1714873167
0.01206,-1.46959,2.48689,0.11251,-1.71799,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21282,0.64025,1714873167
0.01207,-1.46959,2.48689,0.11252,-1.71799,1.61083,0.45452,-0.01367,0.15566,0.68576,-0.27299,0.21282,0.64024,1714873167
0.01206,-1.46960,2.48689,0.11250,-1.71798,1.61081,0.45451,-0.01366,0.15567,0.68575,-0.27299,0.21283,0.64025,1714873167
0.01203,-1.46959,2.48692,0.11253,-1.71800,1.61087,0.45451,-0.01368,0.15565,0.68577,-0.27300,0.21281,0.64024,1714873168
0.01206,-1.46959,2.48689,0.11254,-1.71800,1.61086,0.45451,-0.01367,0.15567,0.68577,-0.27300,0.21282,0.64023,1714873168
0.01204,-1.46960,2.48690,0.11250,-1.71799,1.61085,0.45451,-0.01368,0.15566,0.68576,-0.27299,0.21282,0.64024,1714873168
0.01206,-1.46960,2.48691,0.11253,-1.71801,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21282,0.64024,1714873168
0.01205,-1.46958,2.48690,0.11254,-1.71799,1.61082,0.45451,-0.01368,0.15565,0.68576,-0.27300,0.21280,0.64025,1714873168
0.01206,-1.46958,2.48689,0.11251,-1.71797,1.61084,0.45452,-0.01367,0.15566,0.68577,-0.27299,0.21281,0.64024,1714873169
0.01206,-1.46959,2.48691,0.11249,-1.71798,1.61085,0.45451,-0.01367,0.15565,0.68577,-0.27297,0.21282,0.64025,1714873169
0.01206,-1.46960,2.48690,0.11252,-1.71802,1.61084,0.45451,-0.01367,0.15567,0.68576,-0.27301,0.21283,0.64024,1714873169
0.01206,-1.46959,2.48691,0.11251,-1.71801,1.61086,0.45451,-0.01367,0.15566,0.68577,-0.27299,0.21283,0.64024,1714873169
0.01206,-1.46959,2.48689,0.11251,-1.71799,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21282,0.64025,1714873169
0.01207,-1.46960,2.48689,0.11251,-1.71798,1.61085,0.45451,-0.01366,0.15566,0.68577,-0.27299,0.21283,0.64024,1714873170
0.01206,-1.46959,2.48690,0.11252,-1.71800,1.61084,0.45451,-0.01367,0.15566,0.68576,-0.27300,0.21282,0.64024,1714873170
0.01208,-1.46959,2.48689,0.11249,-1.71801,1.61085,0.45451,-0.01366,0.15566,0.68577,-0.27298,0.21284,0.64024,1714873170
0.01209,-1.46960,2.48691,0.11250,-1.71799,1.61085,0.45451,-0.01365,0.15566,0.68577,-0.27297,0.21283,0.64024,1714873170
0.01203,-1.46960,2.48690,0.11251,-1.71800,1.61085,0.45451,-0.01368,0.15566,0.68576,-0.27300,0.21282,0.64024,1714873170
0.01205,-1.46960,2.48690,0.11251,-1.71800,1.61085,0.45451,-0.01367,0.15567,0.68576,-0.27300,0.21283,0.64024,1714873171
0.01206,-1.46960,2.48690,0.11253,-1.71800,1.61089,0.45451,-0.01367,0.15566,0.68578,-0.27300,0.21282,0.64022,1714873171
0.01208,-1.46960,2.48691,0.11250,-1.71801,1.61086,0.45451,-0.01366,0.15566,0.68577,-0.27298,0.21284,0.64023,1714873171
0.01209,-1.46960,2.48689,0.11250,-1.71797,1.61084,0.45452,-0.01365,0.15567,0.68577,-0.27298,0.21284,0.64024,1714873171
0.01204,-1.46960,2.48691,0.11250,-1.71798,1.61089,0.45451,-0.01367,0.15566,0.68578,-0.27298,0.21282,0.64023,1714873172
0.01206,-1.46959,2.48690,0.11250,-1.71801,1.61087,0.45451,-0.01367,0.15566,0.68577,-0.27299,0.21283,0.64023,1714873172
0.01206,-1.46959,2.48691,0.11250,-1.71798,1.61088,0.45451,-0.01367,0.15565,0.68578,-0.27297,0.21282,0.64023,1714873172
0.01206,-1.46960,2.48688,0.11250,-1.71800,1.61084,0.45451,-0.01366,0.15567,0.68576,-0.27299,0.21284,0.64024,1714873172
0.01205,-1.46960,2.48690,0.11250,-1.71799,1.61084,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21282,0.64024,1714873172
0.01206,-1.46960,2.48689,0.11250,-1.71801,1.61084,0.45451,-0.01367,0.15567,0.68576,-0.27300,0.21283,0.64024,1714873173
0.01207,-1.46959,2.48690,0.11250,-1.71802,1.61087,0.45451,-0.01366,0.15566,0.68577,-0.27299,0.21284,0.64023,1714873173
0.01207,-1.46960,2.48689,0.11252,-1.71799,1.61086,0.45451,-0.01367,0.15566,0.68577,-0.27299,0.21283,0.64023,1714873173
0.01204,-1.46960,2.48690,0.11250,-1.71800,1.61083,0.45451,-0.01367,0.15566,0.68576,-0.27299,0.21282,0.64025,1714873173
0.01203,-1.46960,2.48689,0.11250,-1.71799,1.61087,0.45451,-0.01368,0.15566,0.68577,-0.27299,0.21283,0.64024,1714873173
0.01205,-1.46959,2.48689,0.11250,-1.71799,1.61085,0.45452,-0.01367,0.15566,0.68576,-0.27299,0.21283,0.64024,1714873174
0.01205,-1.46958,2.48692,0.11251,-1.71800,1.61085,0.45451,-0.01367,0.15565,0.68577,-0.27299,0.21281,0.64024,1714873174
